Title,Address,Website,Phone,City
Nara Sushi,"685 Fischer-Hallman Rd, ON N2E 4E9",sushi-nara.ca,519-279-4530,Kitchener
Mr. Yin Chinese Restaurant,"150 University Ave W, ON N2L 3E4",mryinwaterloo.com,519-208-8288,Waterloo
遇见 · 美食 新派网红餐厅 Mizu Restaurant,"150 University Ave W #8B, ON N2L 6J3",mizurestaurantwaterloo.com,519-208-8111,Waterloo
Puddicombe House,"145 Peel St, ON N3A 1E7",puddicombehouse.com,519-662-2111,New Hamburg
ish & chips,",",ishandchips.com,519-722-3650,
City Cafe Bakery - West Ave.,"175 West Ave, ON",citycafebakery.ca,dd place's phone number,Kitchener
Miijidaa Café + Bistro,"37 Quebec St, ON N1H 2T1",miijidaa.ca,519-821-9271 ext. 2,Guelph
Anna Mae's Bakery & Restaurant,"4060 Perth County Line 72, ON N0K 1L0",annamaes.ca,519-595-4407,Millbank
The Bauer Bakery & Café,"187 King St S #102, ON N2J 1R1",bauerbakery.ca,519-772-0794,Waterloo
Symposium Cafe Restaurant & Lounge,"304 Stone Rd W, ON N1G 3C4",symposiumcafe.com,519-824-4138,Guelph
Borealis Grille & Bar (Guelph),"1388 Gordon St, ON N1L 1C9",borealisgrille.ca,519-265-9007,Guelph
Delta Hotels by Marriott Waterloo,"110 Erb St W, ON N2L 0C6",marriott.com,519-514-0404,Waterloo
KFC,"875 Highland Rd W, ON N2N 2Y2",Add website,519-576-8013,Kitchener
KFC,"875 Highland Rd W, ON N2N 2Y2",Add website,519-576-8013,Kitchener
Rumbletum Cafe & Gifts,"1895 Sawmill Rd, ON N0B 1N0",rumbletum.ca,519-664-1820,Conestogo
The Hemlock Barn,"1217 Lobsinger Line, ON N2J 4G8",thehemlockbarn.ca,dd place's phone number,Waterloo
Shoeless Joe's Sports Grill,"5 Clair Rd W #5, ON N1L 0A6",shoelessjoes.ca,519-827-1212,Guelph
Montana's,"201 Stone Rd W, ON N1G 5L4",montanas.ca,519-766-1549,Guelph
Burger King,"809 Victoria St N, ON N2B 3C3",burgerking.ca,519-578-1391,Kitchener
Fionn MacCool's,"494 Edinburgh Rd S, ON N1G 4Z1",Add website,519-766-4242,Guelph
Red Lobster,"67 King George Rd, ON N3R 5K2",redlobster.ca,519-759-7121,Brantford
Naija Jollof Waterloo,"280 Lester St, ON N2L 3W5",Add website,519-885-1517,Waterloo
Molly Bloom's Irish Pub,"170 University Ave W, ON N2L 3E9",mollyblooms.ca,519-885-0892,Waterloo
Princess Cafe,"46 King St N, ON N2J 2W8",princesscafe.ca,519-886-0227,Waterloo
Taco Farm,"8 Erb St W, ON N2L 1S7",tacofarm.ca,519-208-1300,Waterloo
Korner Kitchen Breakfast and Lunch Eatery,"183 Weber St N, ON N2J 3H3",kornerkitchen.ca,519-578-8555,Waterloo
21 Fir Whiskey Bar + Kitchen,"100 King St S, ON N2J 1P5",21fir.com,519-208-1347,Waterloo
Exotica Fusion kitchen & Cafe,"130 Columbia St W #813, ON N2L 0G6",exoticacafe.ca,226-476-1779,Waterloo
Thai Sun,"75 King St S Unit 61-62, ON N2V 1P2",thaisun.ca,519-747-9006,Waterloo
Freshii,"110 King St S Unit A, ON N2J 1P5",freshii.com,226-215-3148,Waterloo
Owl of Minerva (Waterloo),"2 King St N, ON N2J 2W7",owlfamily.ca,519-886-7275,Waterloo
Proof Kitchen + Lounge,"110 Erb St W, ON N2L 1T5",proofwaterloo.com,519-208-3333,Waterloo
J & B Family Restaurant,"79 Victoria St N, ON N2H 5C1",jandbrestaurant.com,519-568-8361,Kitchener
Jinzakaya,"75 King St S unit 53, ON N2J 1P2",jinzakaya.ca,519-880-8188,Waterloo
Homestyle Diner,"504 Albert St, ON N2L 3V4",homestylediner.ca,519-725-5048,Waterloo
Ethel's Lounge,"114 King St N, ON N2J 2X5",ethelslounge.com,519-725-2361,Waterloo
Huether Hotel,"59 King St N, ON N2J 2X2",huetherhotel.com,519-886-3350,Waterloo
Quick Sandwiches,"95 King St S, ON N2J 1P5",quicksandwiches.ca,519-888-8280,Waterloo
Kam Yin Chinese Restaurant,"450 Erb St W Unit 13, ON N2T 1Y7",kamyinrestaurant.com,519-746-1903,Waterloo
The Hemlock Barn,"251 Hemlock St, ON N2L 3R4",thehemlockbarn.ca,519-206-1616,Waterloo
Graffiti Market,"137 Glasgow St suite 385, ON N2G 4X8",graffitimarket.ca,519-514-1820,Kitchener
Exclamation Waterloo,"63 Hickory St W, ON N2L 3H2",exclamationfusion.com,519-954-8866,Waterloo
Galito's Waterloo (WLU),"255 King St N Unit #8, ON N2J 4V2",galitoschicken.com,226-647-3800,Waterloo
Galito's Waterloo (WLU),"255 King St N Unit #8, ON N2J 4V2",galitoschicken.com,226-647-3800,Waterloo
Kypreos Restaurant,"305 Lancaster St W, ON N2H 4V4",kypreosrestaurant.ca,519-743-4850,Kitchener
Dearborn Restaurant,"105 Lexington Rd, ON N2J 4R7",business.site,519-746-0321,Waterloo
Shinwa Asian cuisine,"160 University Ave W, ON N2L 3E9",shinwa.ca,519-588-7777,Waterloo
Kabob Shack,"150 University Ave W Unit 5B, ON N2L 3E4",kabobshack.ca,519-208-0404,Waterloo
Taste of Taiwan Home Garden,"160 University Ave W, ON N2L 3E9",m.facebook.com,519-886-3999,Waterloo
Pupuseria Latinos,"25 Eby St S, ON N2G 3K6",m.facebook.com,519-743-7985,Kitchener
King Fish & Chips,"967 King St E, ON N2G 2N1",Add website,519-579-4400,Kitchener
Mr.Sub,"102 King St N, ON N2J 2X6",mrsub.ca,519-884-7313,Waterloo
Jack's Family Restaurant,"20 Benjamin Rd, ON N2V 2J9",jacksfamilyrestaurant.ca,519-746-4800,Waterloo
Smoke's Poutinerie Waterloo,"255 King St N #15, ON N2J 4V2",smokespoutinerie.com,519-888-7665,Waterloo
Urwa's Pakistani and Indian Cuisine,"402 King St N, ON N2J 2Z3",urwarestaurant.com,519-954-6600,Waterloo
ALMADINA Woodstone Oven & Grill,"2 The Boardwalk #330, ON N2T 0A6",almadinacuisine.com,519-603-8111,Waterloo
ALMADINA Woodstone Oven & Grill,"2 The Boardwalk #330, ON N2T 0A6",almadinacuisine.com,519-603-8111,Waterloo
Granny Bonn's Fish & Chips,"90 Weber St N, ON N2J 3G9",Add website,519-885-5650,Waterloo
168 Sushi Asian Buffet Bar,"50 Westmount Road North D4-5, ON N2L 6N9",168sushibuffet.com,519-208-1168,Waterloo
Lazeez Shawarma,"170 University Ave W, ON N2L 3E9",lazeezshawarma.com,519-208-0266,Waterloo
Fresh Burrito,"170 University Ave W Unit 31, ON N2L 3E9",freshburrito.ca,226-647-6878,Waterloo
Southern Ontario Smoked BBQ,"525 Highland Rd W, ON N2M 5K1",sosbbq.com,519-496-4052,Kitchener
Del's Italian Kitchen,"2980 King St E, ON N2A 1A9",delsenoteca.ca,519-893-2911,Kitchener
Montana's,"310 The Boardwalk, ON N2T 0A6",montanas.ca,519-576-1212,Waterloo
Burrito Boyz Waterloo,"258 King St N, ON N2J 2Y9",burritoboyz.ca,dd place's phone number,Waterloo
Crabby Joe's Bar • Grill,"70 King St E, ON N2G 2K6",crabbyjoes.com,519-570-4500,Kitchener
Old King Bistro,"2934 King St E, ON N2A 1A7",oldkingbistro.ca,519-208-5464,Kitchener
Harvey's,"410 King St N, ON N2J 2Z3",harveys.ca,519-725-9194,Waterloo
Sandy's Kitchen Chinese Cuisine,"105 Oak Park Dr Unit 6, ON N2K 0B3",facebook.com,519-884-8929,Waterloo
Lisboa Bakery & Grill,"1187 Fischer-Hallman Rd, ON N2E 4H9",lisboabakery.com,519-954-7663,Kitchener
Sunset Grill,"235 Ira Needles Blvd, ON N2N 0B5",sunsetgrill.ca,519-578-1124,Kitchener
Sunset Grill,"235 Ira Needles Blvd, ON N2N 0B5",sunsetgrill.ca,519-578-1124,Kitchener
Pho Sunrise,"1400 Ottawa St S, ON N2E 4E2",phosunrise.ca,519-579-2016,Kitchener
Moxie's Grill & Bar,"385 Fairway Rd S, ON N2C 2N9",moxies.com,519-208-4488,Kitchener
Mandarin Restaurant,"4220 King St E, ON N2P 2G5",mandarinrestaurant.com,519-653-5000,Kitchener
Tim Hortons,"109 King St N, ON N2J 2X5",timhortons.ca,519-884-6774,Waterloo
Moose Winooski's,"20 Heldmann Rd, ON N2P 2J1",moosewinooskis.com,519-653-9660,Kitchener
St. Louis Bar & Grill,"283 Northfield Dr E Unit 1, ON N2J 4G8",stlouiswings.com,519-883-4777,Waterloo
BBT,"Waterloo, Canada",Add website,519-746-1238,ON N2L 3E9
Lazeez Shawarma,"255 King St N #14, ON N2J 4V2",lazeezshawarma.com,519-954-8302,Waterloo
Lazeez Shawarma,"255 King St N #14, ON N2J 4V2",lazeezshawarma.com,519-954-8302,Waterloo
Symposium Cafe Restaurant & Lounge,"668 Erb St W, ON N2T 2K8",symposiumcafe.com,519-749-4616,Waterloo
A&W Canada,"443 Highland Rd W, ON N2M 3C6",aw.ca,519-579-1515,Kitchener
A&W Canada,"443 Highland Rd W, ON N2M 3C6",aw.ca,519-579-1515,Kitchener
Wild Wing,"715 Fischer-Hallman Rd #103, ON N2E 4E9",wildwingrestaurants.com,519-742-9464,Kitchener
Angie's Kitchen,"1765 Erbs Rd, ON N0B 2L0",angieseats.com,519-747-1700,St. Agatha
Wild Wing,"610 Laurelwood Dr #400, ON N2V 0A2",wildwingrestaurants.com,519-888-9453,Waterloo
Wild Wing,"610 Laurelwood Dr #400, ON N2V 0A2",wildwingrestaurants.com,519-888-9453,Waterloo
Beertown Public House Cambridge,"561 Hespeler Rd #1A, ON N1R 6J4",beertown.ca,519-629-0288,Cambridge
Harvey's,"560 Fairway Rd S, ON N2C 1X3",harveys.ca,519-893-4412,Kitchener
Little Caesars Pizza,"373 Bridge St W, ON N2K 3K3",littlecaesars.ca,519-746-6663,Waterloo
Tim Hortons,"425 University Ave E, ON N2K 4C9",timhortons.ca,519-585-2146,Waterloo
Baba Grill,"170 University Ave W, ON N2L 3E9",selflane.com,519-208-8897,Waterloo
Williams Fresh Cafe,"33 University Ave E, ON N2J 2V9",williamsfreshcafe.com,519-725-4432,Waterloo
Grain of Salt,"561 Hespeler Rd, ON N1R 6J4",welcometograinofsalt.com,519-267-2850,Cambridge
Popeyes® Louisiana Kitchen,"4 The Boardwalk #235, ON N2N 0B1",popeyeschicken.ca,519-571-0001,Kitchener
Symposium Cafe Restaurant & Lounge,"500 Can-Amera Pkwy, ON N1T 0A2",symposiumcafe.com,519-621-8878,Cambridge
The Market Grill,"878 Weber St N, ON N2J 4A9",marketgrill.ca,4) 424-9333,Waterloo
City Cafe Bakery - West Ave.,"175 West Ave, ON",citycafebakery.ca,dd place's phone number,Kitchener
Sunset Grill,"594 Hespeler Rd, ON N1R 8H2",sunsetgrill.ca,519-623-6789,Cambridge
Anna Mae's Bakery & Restaurant,"4060 Perth County Line 72, ON N0K 1L0",annamaes.ca,519-595-4407,Millbank
Nougat Bakery,"75 King St S, ON N2J 1P2",nougat.ca,519-883-8181,Waterloo
Q's Cakes,"7 Peppler St, ON N2J 3C2",qscakesandcafe.com,519-570-2233,Waterloo
The Cake Box,"70 Victoria St N, ON N2H 5C2",cakebox.ca,519-579-6230,Kitchener
Refined Sugar Custom Cakes & Sweet,"244 Woolwich St S, ON N0B 1M0",refinedsugar.ca,519-579-0081,Breslau
The Flour Co. Bakeshop,"269 Frederick St, ON N2H 2N2",theflourcompany.com,dd place's phone number,Kitchener
The Bauer Bakery & Café,"187 King St S #102, ON N2J 1R1",bauerbakery.ca,519-772-0794,Waterloo
The Keg Steakhouse + Bar - Guelph,"49 Clair Rd E, ON N1L 0J7",kegsteakhouse.com,519-829-1234,Guelph
Montana's,"201 Stone Rd W, ON N1G 5L4",montanas.ca,519-766-1549,Guelph
Modern India Restaurant,"4355 King St E, ON N2P 3E9",mymodernindia.com,519-650-4424,Kitchener
New Delhi Restaurant,"720 Westmount Rd E #9, ON N2E 2M6",newdelhirestaurant.ca,519-208-8666,Kitchener
"HomeTaste - Indian Takeout, Tiffin & Catering","1601 River Rd E Unit 29, ON N2A 3Y4",hometaste.ca,519-954-5666,Kitchener
StrykerZ Kitchen and Bar,"120 Ottawa St N, ON N2H 3K5",Add website,519-208-4888,Kitchener
Burger King,"809 Victoria St N, ON N2B 3C3",burgerking.ca,519-578-1391,Kitchener
Symposium Cafe Restaurant & Lounge,"58 King George Rd, ON N3R 5K4",symposiumcafe.com,519-756-2023,Brantford
Wild Wing,"985 Paisley Rd, ON N1K 1X6",wildwingrestaurants.com,519-837-9977,Guelph
Pita Pit,"200 University Ave W, ON N2L 3G1",pitapit.ca,519-888-4567,Waterloo
Loloan Lobby Bar,"14 Princess St W, ON N2L 2X8",loloanlobbybar.com,519-883-1010,Waterloo
White Rabbit Public House,"47 King St N, ON N2J 2W9",whiterabbitwaterloo.com,519-746-7540,Waterloo
Famoso Neapolitan Pizzeria - Waterloo,"15 King St S, ON N2J 1N9",famoso.ca,519-954-1900,Waterloo
Famoso Neapolitan Pizzeria - Waterloo,"15 King St S, ON N2J 1N9",famoso.ca,519-954-1900,Waterloo
The WORKS Craft Burgers & Beer,"92 King St S, ON N2J 1P5",worksburger.com,519-885-6000,Waterloo
Seven Shores,"10 Regina St N, ON N2J 2Z7",sevenshores.ca,519-342-0916,Waterloo
Copper Branch,"80 King St S #106, ON N2J 1P5",eatcopperbranch.com,519-208-5885,Waterloo
Angie's Waterloo,"47 Erb St W, ON N2L 1S8",angieswaterloo.com,519-954-8500,Waterloo
Watami Sushi,"14 King St N, ON N2J 2W7",watami-sushi.com,519-954-8899,Waterloo
The Lion Brewery Restaurant,"59 King St N, ON N2J 2X2",huetherhotel.com,519-886-3350,Waterloo
Taco Farm,"8 Erb St W, ON N2L 1S7",tacofarm.ca,519-208-1300,Waterloo
Famoso Neapolitan Pizzeria - Waterloo,"15 King St S, ON N2J 1N9",famoso.ca,519-954-1900,Waterloo
Freshii,"110 King St S Unit A, ON N2J 1P5",freshii.com,226-215-3148,Waterloo
McCabe's Irish Pub & Grill,"44 King St S, ON N2J 1N8",mccabeswaterloo.com,226-647-5321,Waterloo
McCabe's Irish Pub & Grill,"44 King St S, ON N2J 1N8",mccabeswaterloo.com,226-647-5321,Waterloo
Owl of Minerva (Waterloo),"2 King St N, ON N2J 2W7",owlfamily.ca,519-886-7275,Waterloo
Owl of Minerva (Waterloo),"2 King St N, ON N2J 2W7",owlfamily.ca,519-886-7275,Waterloo
The Pub On King,"77 King St N, ON N2J 2X3",thepubonking.com,519-208-5544,Waterloo
Empress Of India,"34 King St S, ON N2J 2X5",empressofindia.ca,519-883-1314,Waterloo
271West Restaurant,"271 King St W, ON N2G 1B1",271west.com,519-954-8821,Kitchener
Empress Of India,"34 King St S, ON N2J 2X5",empressofindia.ca,519-883-1314,Waterloo
KEN Sushi House Phillip Square,"256 Phillip St, ON N2L 6B6",kensushihouse.ca,519-883-7272,Waterloo
Manitou Takeout,"808 Courtland Ave E, ON N2C 1K3",manitoutakeout.com,519-895-1730,Kitchener
The Checkerboard Restaurant,"705 Belmont Ave W, ON N2M 1P1",Add website,519-742-5771,Kitchener
The Checkerboard Restaurant,"705 Belmont Ave W, ON N2M 1P1",Add website,519-742-5771,Kitchener
Harvey's,"170 University Ave W Unit 10, ON N2L 3E9",harveys.ca,519-888-9744,Waterloo
Kabob Shack,"150 University Ave W Unit 5B, ON N2L 3E4",kabobshack.ca,519-208-0404,Waterloo
Taste of Taiwan Home Garden,"160 University Ave W, ON N2L 3E9",m.facebook.com,519-886-3999,Waterloo
Harvey's,"170 University Ave W Unit 10, ON N2L 3E9",harveys.ca,519-888-9744,Waterloo
Zay Zaman Restaurant,"309 Lancaster St W, ON N2H 4V4",zayzaman.ca,519-741-1110,Kitchener
Highland Halal Shawarma,"200 Highland Rd W, ON N2M 3C2",highlandhalalshawarma.com,519-741-8300,Kitchener
Uncle's Shawarma & Kabab,"425 University Ave E, ON N2K 3J4",unclesshawarmakabab.ca,519-579-0444,Waterloo
Osmow’s Shawarma,"628 King St N, ON N2V 1B4",mrosmow.com,519-885-7669,Waterloo
Phillips Shawarma,"465 Phillip St, ON N2L 6C7",phillipsshawarma.com,519-880-0303,Waterloo
China Garden Restaurant 食德喜,"31 University Ave, ON N2J 2A2",chinagardenwaterloo.com,519-888-0088,Waterloo
Ennio's Pasta House,"384 King St N, ON N2J 2Z3",enniospasta.ca,519-893-0543,Waterloo
271West Restaurant,"271 King St W, ON N2G 1B1",271west.com,519-954-8821,Kitchener
Famoso Neapolitan Pizzeria - Waterloo,"15 King St S, ON N2J 1N9",famoso.ca,519-954-1900,Waterloo
Bianca's Pizza,"363 King St N, ON N2J 4L6",biancaspizza.ca,519-880-1500,Waterloo
168 Sushi Asian Buffet Bar,"50 Westmount Road North D4-5, ON N2L 6N9",168sushibuffet.com,519-208-1168,Waterloo
Ace Shawarma & Burgers,"82 King St W, ON N2G 1A6",aceshawarma.com,519-742-0123,Kitchener
Thirsty's Bar & Grill,"465 Phillip St Unit 12, ON N2L 6C7",thirstyskw.com,519-886-9464,Waterloo
Phillips Shawarma,"465 Phillip St, ON N2L 6C7",phillipsshawarma.com,519-880-0303,Waterloo
meetpoint,"1 The Boardwalk #400, ON N2T 0A6",meetpoint.ca,519-570-0344,Waterloo
Rustico Kitchen And Bar,"907 Victoria St N, ON N2B 3C3",rusticokitchen.ca,519-576-6737,Kitchener
Martin’s Restaurant,"139 Father David Bauer Dr, ON N2L 6M1",luthervillage.org,519-783-3710,Waterloo
Cheeses Murphy,"46 King St N, ON N2J 2W9",cheesesmurphy.com,519-886-0227,Waterloo
The Round Table Board Game Cafe Waterloo,"280 Lester St #105, ON N2L 0G2",waterloo.roundtablekingdom.com,519-954-2264,Waterloo
Kismet Restaurant,"160 University Ave W Unit 20, ON N2L 3E9",kismetwaterloo.com,519-746-8788,Waterloo
St. George Restaurant,"665 King St N, ON N2V 1B4",Add website,519-729-0020,Waterloo
Three Kretans,"151 Frederick St, ON N2H 2M2",threekretans.com,519-576-9091,Kitchener
The Chopped Leaf,"36 Northfield Dr E #10, ON N2V 2G2",choppedleaf.ca,519-772-0296,Waterloo
Cultures,"550 King Street North #F12, ON N2L 5W6",cultures-restaurants.com,519-884-5556,Waterloo
Copper Branch,"80 King St S #106, ON N2J 1P5",eatcopperbranch.com,519-208-5885,Waterloo
Taco Farm,"8 Erb St W, ON N2L 1S7",tacofarm.ca,519-208-1300,Waterloo
barBURRITO,"584 Weber St N, ON N2V 1K4",barburrito.ca,519-885-0404,Waterloo
Papa John's Pizza,"220 King St N, ON N2J 2Y7",papajohns.ca,519-208-7272,Waterloo
Uncle's Shawarma & Kabab,"425 University Ave E, ON N2K 3J4",unclesshawarmakabab.ca,519-579-0444,Waterloo
Crabby Joe's Bar • Grill,"70 King St E, ON N2G 2K6",crabbyjoes.com,519-570-4500,Kitchener
Martini's Bar & Patio,"2980 King St E, ON N2A 1A9",martinisbar.ca,519-893-6570,Kitchener
Sowon Korea Dining,"170 University Ave W, ON N2L 3E9",Add website,519-208-5678,Waterloo
Shinwa Asian cuisine,"160 University Ave W, ON N2L 3E9",shinwa.ca,519-588-7777,Waterloo
Chen's Restaurant,"170 University Ave W, ON N2L 3G1",bbs.uwcssa.com,519-884-9836,Waterloo
China Garden Restaurant 食德喜,"31 University Ave, ON N2J 2A2",chinagardenwaterloo.com,519-888-0088,Waterloo
Crystal Palace Restaurant,"10 King St S, ON N2J 1N9",selflane.com,519-888-6828,Waterloo
Crafty Ramen,"276 King St W Suite 5, ON N2G 1B6",craftyramen.com,226-476-0638,Kitchener
The Duke of Wellington,"33 Erb St W, ON N2L 1S8",dukeofwellingtonpubs.com,519-886-9370,Waterloo
Moxie's Grill & Bar,"385 Fairway Rd S, ON N2C 2N9",moxies.com,519-208-4488,Kitchener
BBT,"Waterloo, Canada",Add website,519-746-1238,ON N2L 3E9
Moose Winooski's,"20 Heldmann Rd, ON N2P 2J1",moosewinooskis.com,519-653-9660,Kitchener
Five Star Shawarma & Pizza,"585 Weber St N Unit 4, ON N2V 1V8",fivestarps.square.site,519-880-0544,Waterloo
Nuestro 88 Restaurant,"4293 King St E Unit 2, ON N2P 2X7",nuestro88.com,519-219-7888,Kitchener
小锅兒 Lil' Pot,"G1 - 220 King St N N2J 3Y7, ON N2J 2Y7",lilpot.ca,519-954-8666,Waterloo
The China Bowl,"258 King St N, ON N2J 2Y9",thechinabowlwaterloo.com,519-954-6477,Waterloo
Bogda Restaurant,"62 Balsam St b103, ON N2L 3H2",bogda.ca,519-886-2929,Waterloo
Exclamation Waterloo,"63 Hickory St W, ON N2L 3H2",exclamationfusion.com,519-954-8866,Waterloo
Aqua Lounge & Restaurant,"105 King St E, ON N2G 2K8",kw-restaurants.com,519-569-4592,Kitchener
Aqua Lounge & Restaurant,"105 King St E, ON N2G 2K8",kw-restaurants.com,519-569-4592,Kitchener
Osmow’s Shawarma,"628 King St N, ON N2V 1B4",mrosmow.com,519-885-7669,Waterloo
The Broken Egg,"4293 King St E, ON N2P 2E9",thebrokenegg.ca,519-219-1317,Kitchener
Vita Lounge and Bistro,"1458 Weber St E, ON N2A 2Y5",vitaloungeandbistro.com,519-954-8482,Kitchener
Vandijk's Fish and Chips,"878 Weber St N, ON N2J 4G8",Add website,519-570-9132,Waterloo
Vandijk's Fish and Chips,"878 Weber St N, ON N2J 4G8",Add website,519-570-9132,Waterloo
The Olde Heidelberg Restaurant Tavern & Motel,"3006 Lobsinger Line, ON N0B 2M1",oldhh.com,519-699-4413,Heidelberg
WingsUp! Kitchener,"2399 Kingsway Dr, ON N2C 1A5",wingsup.com,519-893-0202,Kitchener
Franklin Pizzeria & Restaurant,"2399 Kingsway Dr #3, ON N2C 1A5",franklinpizza.wordpress.com,519-893-0955,Kitchener
Pizza Prosciutto,"720 Westmount Rd E, ON N2E 2M6",pizzaprosciutto.net,519-571-9002,Kitchener
CITY PIZZA,"1170 Fischer-Hallman Rd, ON N2E 3Z3",thecitypizza.ca,519-578-3838,Kitchener
pizza express,"255 Highview Dr, ON N2N 2K7",mypizzaexpress.ca,519-747-5000,Kitchener
Vincenzo's,"150 Caroline St S, ON N2L 0A5",vincenzosonline.com,519-741-1437,Waterloo
Freshii,"10 Manitou Dr, ON N2C 2N3",freshii.com,226-646-0317,Kitchener
Crowsfoot Smokehaus,"1872 Sawmill Rd, ON N0B 1N0",crowsfootsmokehaus.ca,519-206-2111,Conestogo
The Bistro – Eat. Drink. Connect.®,"50 Benjamin Rd, ON N2V 2J9",marriott.com,519-884-9295,Waterloo
The Bistro – Eat. Drink. Connect.®,"50 Benjamin Rd, ON N2V 2J9",marriott.com,519-884-9295,Waterloo
Ms Salty cake boutique,"150 University Ave W, ON N2L 6J3",mssalty.com,dd place's phone number,Waterloo
Angie's Kitchen,"1765 Erbs Rd, ON N0B 2L0",angieseats.com,519-747-1700,St. Agatha
Angie's Kitchen,"1765 Erbs Rd, ON N0B 2L0",angieseats.com,519-747-1700,St. Agatha
Osmow's Shawarma,"655 Fairway Rd S Unit B7, ON N2C 1X4",mrosmow.com,519-896-0111,Kitchener
Pilaf Restaurant,"280 Lester St Unit 116, ON N2L 3W5",pilafrestaurant.ca,519-208-2172,Waterloo
Wild Wing,"610 Laurelwood Dr #400, ON N2V 0A2",wildwingrestaurants.com,519-888-9453,Waterloo
Baba Grill,"170 University Ave W, ON N2L 3E9",selflane.com,519-208-8897,Waterloo
Symposium Cafe Restaurant & Lounge,"500 Can-Amera Pkwy, ON N1T 0A2",symposiumcafe.com,519-621-8878,Cambridge
Galt View Restaurant,"693 Coronation Blvd, ON N1R 3G5",galtview.com,519-623-4567,Cambridge
Sunset Grill,"594 Hespeler Rd, ON N1R 8H2",sunsetgrill.ca,519-623-6789,Cambridge
Toasters Diner,"1531 Eagle St N, ON N3H 1E1",m.facebook.com,519-650-4037,Cambridge
Grill Inn,"25 Frederick St, ON N2H 6M8",Add website,519-745-3331,Kitchener
Helley's Kitchen,"100 Park St, ON N2G 1M6",facebook.com,226-336-8606,Kitchener
Thirteen Food & Beverage,"13 Main St, ON N1R 7G9",local13.ca,519-622-1799,Cambridge
遇见 · 美食 新派网红餐厅 Mizu Restaurant,"150 University Ave W #8B, ON N2L 6J3",mizurestaurantwaterloo.com,519-208-8111,Waterloo
Swiss Chalet,"340 The Boardwalk, ON N2J 3Z4",swisschalet.com,519-745-5665,Waterloo
Swiss Chalet,"340 The Boardwalk, ON N2J 3Z4",swisschalet.com,519-745-5665,Waterloo
白家老汤,"160 University Ave W, ON N2L 3E9",Add website,519-746-0057,Waterloo
MyBURGER,"2 Duke St E, ON N2H 2L7",Add website,519-883-7500,Kitchener
The Grill,"2934 King St E, ON N2A 1A7",Add website,519-748-9898,Kitchener
Union Burger,"281 King St W, ON N2G 1Z6",ubburger.com,519-568-7771,Kitchener
A&W Canada,"443 Highland Rd W, ON N2M 3C6",aw.ca,519-579-1515,Kitchener
Arby's,"971 Victoria St N, ON N2B 3C6",locations.arbys.ca,519-745-2265,Kitchener
YUMMY Burgers,"150 Wissler Rd Unit 3, ON N2K 3C6",yummyburgers.ca,519-880-8818,Waterloo
Little Mushroom Dining Lounge,"131 Sheldon Dr Suite 17, ON N1R 6S2",littlemushroomdininglounge.com,226-791-4537,Cambridge
YUMMY Burgers,"150 Wissler Rd Unit 3, ON N2K 3C6",yummyburgers.ca,519-880-8818,Waterloo
Fionn MacCool's,"494 Edinburgh Rd S, ON N1G 4Z1",Add website,519-766-4242,Guelph
Pita Pit,"200 University Ave W, ON N2L 3G1",pitapit.ca,519-888-4567,Waterloo
Revive Game Bar,"90 King St N, ON N2J 2X4",https://www.revivegamebar.com/,226-647-1045,Waterloo
















































































































































































































































































